timestamp,component_name,component_type,test_scenario,fps,memory_usage_mb,memory_alloc_mb,num_gc,gc_time_ms,cpu_percent,render_time_ms,update_time_ms,goroutines,num_cores
2025-12-21 12:34:49.973,ToggleSwitch,custom,toggle_animation,60.00,125.18,660.91,19,1.65,5.43,16.67,5.00,19,16
2025-12-21 12:34:50.071,ToggleSwitch,custom,toggle_animation,60.00,125.69,661.43,19,1.65,5.44,16.67,5.00,19,16
2025-12-21 12:34:50.171,ToggleSwitch,custom,toggle_animation,60.00,125.70,661.43,19,1.65,5.43,16.67,5.00,19,16
2025-12-21 12:34:50.271,ToggleSwitch,custom,toggle_animation,60.00,125.70,661.43,19,1.65,5.43,16.67,5.00,19,16
2025-12-21 12:34:50.371,ToggleSwitch,custom,toggle_animation,60.00,125.70,661.43,19,1.65,5.44,16.67,5.00,19,16
2025-12-21 12:34:50.471,ToggleSwitch,custom,toggle_animation,60.00,125.70,661.43,19,1.65,5.43,16.67,5.00,19,16
2025-12-21 12:34:50.571,ToggleSwitch,custom,toggle_animation,60.00,125.70,661.43,19,1.65,5.43,16.67,5.00,19,16
2025-12-21 12:34:50.671,ToggleSwitch,custom,toggle_animation,60.00,125.70,661.43,19,1.65,5.42,16.67,5.00,19,16
2025-12-21 12:34:50.771,ToggleSwitch,custom,toggle_animation,60.00,125.70,661.43,19,1.65,5.41,16.67,5.00,19,16
2025-12-21 12:34:50.871,ToggleSwitch,custom,toggle_animation,60.00,125.70,661.43,19,1.65,5.41,16.67,5.00,19,16
2025-12-21 12:34:50.971,ToggleSwitch,custom,toggle_animation,60.00,125.70,661.43,19,1.65,5.40,16.67,5.00,19,16
2025-12-21 12:34:51.071,ToggleSwitch,custom,toggle_animation,63.00,125.70,661.43,19,1.65,5.39,15.87,4.76,19,16
2025-12-21 12:34:51.171,ToggleSwitch,custom,toggle_animation,63.00,125.70,661.43,19,1.65,5.39,15.87,4.76,19,16
2025-12-21 12:34:51.271,ToggleSwitch,custom,toggle_animation,63.00,125.70,661.43,19,1.65,5.38,15.87,4.76,19,16
2025-12-21 12:34:51.371,ToggleSwitch,custom,toggle_animation,63.00,125.70,661.43,19,1.65,5.39,15.87,4.76,19,16
2025-12-21 12:34:51.471,ToggleSwitch,custom,toggle_animation,63.00,125.70,661.43,19,1.65,5.40,15.87,4.76,19,16
2025-12-21 12:34:51.571,ToggleSwitch,custom,toggle_animation,63.00,125.70,661.43,19,1.65,5.40,15.87,4.76,19,16
2025-12-21 12:34:51.671,ToggleSwitch,custom,toggle_animation,63.00,125.70,661.43,19,1.65,5.39,15.87,4.76,19,16
2025-12-21 12:34:51.771,ToggleSwitch,custom,toggle_animation,63.00,125.70,661.43,19,1.65,5.40,15.87,4.76,19,16
2025-12-21 12:34:51.871,ToggleSwitch,custom,toggle_animation,63.00,125.70,661.43,19,1.65,5.40,15.87,4.76,19,16
2025-12-21 12:34:51.971,ToggleSwitch,custom,toggle_animation,63.00,125.71,661.44,19,1.65,5.39,15.87,4.76,19,16
2025-12-21 12:34:52.071,ToggleSwitch,custom,toggle_animation,63.00,125.71,661.44,19,1.65,5.40,15.87,4.76,19,16
2025-12-21 12:34:52.171,ToggleSwitch,custom,toggle_animation,63.00,125.71,661.44,19,1.65,5.40,15.87,4.76,19,16
2025-12-21 12:34:52.271,ToggleSwitch,custom,toggle_animation,63.00,125.71,661.44,19,1.65,5.39,15.87,4.76,19,16
2025-12-21 12:34:52.371,ToggleSwitch,custom,toggle_animation,63.00,125.71,661.44,19,1.65,5.38,15.87,4.76,19,16
2025-12-21 12:34:52.471,ToggleSwitch,custom,toggle_animation,63.00,125.71,661.44,19,1.65,5.38,15.87,4.76,19,16
2025-12-21 12:34:52.571,ToggleSwitch,custom,toggle_animation,63.00,125.71,661.44,19,1.65,5.37,15.87,4.76,19,16
2025-12-21 12:34:52.673,ToggleSwitch,custom,toggle_animation,63.00,125.71,661.44,19,1.65,5.36,15.87,4.76,19,16
2025-12-21 12:34:52.771,ToggleSwitch,custom,toggle_animation,63.00,125.71,661.44,19,1.65,5.36,15.87,4.76,19,16
2025-12-21 12:34:52.871,ToggleSwitch,custom,toggle_animation,63.00,125.71,661.44,19,1.65,5.39,15.87,4.76,19,16
2025-12-21 12:34:52.971,ToggleSwitch,custom,toggle_animation,63.00,125.71,661.44,19,1.65,5.40,15.87,4.76,19,16
2025-12-21 12:34:52.977,FyneCheckbox,native,toggle_animation,60.00,126.25,661.98,19,1.65,5.40,16.67,5.00,19,16
2025-12-21 12:34:53.072,FyneCheckbox,native,toggle_animation,60.00,128.04,663.77,19,1.65,5.43,16.67,5.00,19,16
2025-12-21 12:34:53.172,FyneCheckbox,native,toggle_animation,60.00,128.04,663.77,19,1.65,5.46,16.67,5.00,19,16
2025-12-21 12:34:53.272,FyneCheckbox,native,toggle_animation,60.00,128.04,663.77,19,1.65,5.46,16.67,5.00,19,16
